,Theta,Ln Like,Nu99,Nu98,Nu97,Nu96,Nu95,Nu94,Nu93,Nu92,Nu91,Nu90,Nu89,Nu88,Nu87,Nu86,Nu85,Nu84,Nu83,Nu82,Nu81,Nu80,Nu79,Nu78,Nu77,Nu76,Nu75,Nu74,Nu73,Nu72,Nu71,Nu70,Nu69,Nu68,Nu67,Nu66,Nu65,Nu64,Nu63,Nu62,Nu61,Nu60,Nu59,Nu58,Nu57,Nu56,Nu55,Nu54,Nu53,Nu52,Nu51,Nu50,Nu49,Nu48,Nu47,Nu46,Nu45,Nu44,Nu43,Nu42,Nu41,Nu40,Nu39,Nu38,Nu37,Nu36,Nu35,Nu34,Nu33,Nu32,Nu31,Nu30,Nu29,Nu28,Nu27,Nu26,Nu25,Nu24,Nu23,Nu22,Nu21,Nu20,Nu19,Nu18,Nu17,Nu16,Nu15,Nu14,Nu13,Nu12,Nu11,Nu10,Nu9,Nu8,Nu7,Nu6,Nu5,Nu4,Nu3,Nu2,Nu1,NuAnc,T99,T98,T97,T96,T95,T94,T93,T92,T91,T90,T89,T88,T87,T86,T85,T84,T83,T82,T81,T80,T79,T78,T77,T76,T75,T74,T73,T72,T71,T70,T69,T68,T67,T66,T65,T64,T63,T62,T61,T60,T59,T58,T57,T56,T55,T54,T53,T52,T51,T50,T49,T48,T47,T46,T45,T44,T43,T42,T41,T40,T39,T38,T37,T36,T35,T34,T33,T32,T31,T30,T29,T28,T27,T26,T25,T24,T23,T22,T21,T20,T19,T18,T17,T16,T15,T14,T13,T12,T11,T10,T9,T8,T7,T6,T5,T4,T3,T2,T1,Tanc
Replicate22,207.0884886,-168.8121479,4.03145189,2.0057447,0.73521101,0.49813377,0.50273601,0.62387196,0.52282857,1.00608031,0.94226311,0.84632803,0.60667804,1.09821393,0.65256995,1.17306886,1.92713519,1.72410908,1.7137647,0.52150009,1.49970224,0.44049969,1.139709,0.83136078,0.66507122,0.97080435,1.00606291,0.97350004,0.59035568,0.51450097,0.6850961,1.23103058,0.99329045,0.77842647,0.76923746,0.51968094,1.3532958,1.68375631,0.8099024,0.58998798,0.82678026,0.49554502,0.7591575,1.0815763,0.64093321,0.52761464,0.78770359,1.38621394,1.50322029,0.53092586,0.92721107,0.66003454,1.76658059,1.23898872,0.78136905,1.05554402,0.55665575,0.75177404,1.43788177,1.07864809,0.50310199,0.9267323,1.30151477,0.83133664,1.34001731,0.54731309,1.65193666,1.0594796,1.96403028,0.78715646,1.70397832,0.52291388,0.69651437,1.48467746,1.10161497,1.62192779,0.89446822,1.34906529,1.455606,1.26081117,1.92735784,0.95197204,1.37141259,1.38971252,0.56335746,0.90404711,0.99880479,0.92388723,0.96568448,0.6456881,0.899626,0.53571971,0.61555738,0.99858813,0.92719362,0.57930339,0.66327884,1.14472903,1.99538287,1.5281135,1.97876676,0.90824415,0.14395524,0.03045398,0.03816357,0.05371297,0.02846515,0.04430528,0.09611671,0.03755599,0.02912921,0.09202194,0.07321074,0.03099199,0.03159066,0.08467905,0.03993603,0.03775405,0.06699701,0.04654423,0.09180297,0.08722177,0.07429094,0.04929104,0.07511315,0.03662482,0.06205124,0.08970178,0.02613318,0.03200512,0.04198919,0.08436958,0.07245791,0.02931874,0.03987539,0.09520236,0.06923581,0.05798104,0.03010276,0.10108745,0.03849751,0.03250328,0.03368201,0.03278288,0.07270509,0.02827762,0.0268204,0.05428432,0.05928692,0.04015954,0.04025323,0.02725802,0.09301013,0.02755953,0.07314917,0.04484438,0.09650299,0.052802,0.09964285,0.08626674,0.05402206,0.09137205,0.08942286,0.0279506,0.09853743,0.0314107,0.0317715,0.03956065,0.03247835,0.02741444,0.04026514,0.04796761,0.02591125,0.09825759,0.03941477,0.08917927,0.07296483,0.02867171,0.03346966,0.06216477,0.05937287,0.03092497,0.04630056,0.08906292,0.0512688,0.06730827,0.05808184,0.0720651,0.03625794,0.0330624,0.04396599,0.05345426,0.02814641,0.03685688,0.04174433,0.03694918,0.0595843,0.05396309,0.04412655,0.08913082,0.03343826,0.03724415
Replicate21,178.5570451,-131.9040877,3.84264957,3.30083438,2.98770742,1.77714162,1.79676825,0.61323923,0.6877924,0.40688886,1.16900859,0.44349746,1.44517986,1.39456055,0.81476752,0.3943457,1.27784558,1.28678385,0.61737903,0.85695026,1.87669418,0.95216851,1.42949694,0.79465596,0.40136038,0.84319942,1.09192352,0.7035244,1.87773405,1.28285847,1.73850364,1.27659509,0.57728682,0.91624911,1.47863569,0.69892748,1.54678726,0.81452085,1.54360283,0.50777387,0.69570406,0.7121392,0.76452254,0.52093283,1.27406685,1.211722,0.92415319,1.6785581,0.60109309,1.33792873,0.50776545,1.16990771,0.94473673,1.692026,0.61419241,1.23398121,0.71562518,1.29799508,1.53961881,0.74892657,0.85939848,1.61396281,0.58071467,0.85515513,1.04310916,0.98689068,1.0445588,0.71799141,0.94831853,0.89267527,1.37322271,1.10441356,1.57173482,1.10789913,0.59070383,0.89187597,0.91581435,1.28527408,0.82624173,0.53347755,1.44575536,1.50755748,1.64628131,0.75871977,0.75897012,1.00256535,0.50418508,1.61279569,0.51770411,0.8472979,0.70804191,1.91842841,0.91500479,0.6671944,1.47574935,1.58949509,0.62675369,1.90668783,1.5840807,1.99729817,0.90343688,0.7627416,0.1215364,0.0611762,0.06333197,0.02918188,0.0500361,0.05320813,0.05184794,0.08842361,0.03655872,0.02800728,0.08052258,0.03940622,0.09377669,0.08679711,0.06916526,0.03217274,0.05365221,0.03613707,0.02522771,0.0769405,0.03177318,0.07402363,0.10054654,0.02580513,0.04368843,0.0469181,0.04514317,0.03255132,0.07974936,0.04544856,0.02628419,0.05281682,0.03452316,0.04674126,0.03609466,0.02943146,0.04285377,0.0472019,0.06270392,0.07485999,0.04361504,0.05941079,0.06509488,0.03209709,0.05619409,0.08705042,0.05670075,0.05535335,0.0937349,0.04834766,0.02501348,0.08232013,0.02958124,0.03195441,0.05079624,0.08703392,0.03901495,0.05728085,0.02565375,0.02873318,0.06766629,0.03148134,0.05080425,0.05016986,0.07770115,0.0356856,0.05153783,0.02964915,0.04256598,0.06433487,0.03712047,0.05790556,0.02573511,0.05636273,0.06476324,0.09886526,0.03155189,0.06243069,0.07554443,0.08034982,0.04088068,0.0409871,0.05085518,0.02966803,0.05894949,0.07530908,0.03585636,0.049478,0.04382993,0.03733055,0.03812763,0.08361561,0.05565887,0.06729209,0.02835042,0.09172377,0.09065422,0.02564276,0.03333491,0.0797718
Replicate20,213.7644064,-266.9974575,3.4724369,0.60657872,0.57989769,0.62774227,0.72252355,1.8438372,1.65388724,1.32038341,1.01876292,1.25502976,0.70531573,1.28932132,1.13818819,1.77437151,1.07714836,1.00653364,1.84684468,1.56639662,1.68557981,1.41923407,0.6965986,0.82969219,1.60036763,1.67990883,1.8323514,0.51617263,0.4935333,1.14230583,1.2258194,1.73999486,0.47724548,1.12223677,1.22414,1.79277446,0.77796749,1.62352707,0.74871837,1.52458444,1.26205545,0.66294993,0.64068509,0.97317777,0.79274404,0.5666981,0.4882998,1.71711545,1.6262091,0.62651344,0.88035198,0.90138995,1.90682971,1.96442706,0.5753255,1.84225727,0.81206226,1.32406475,0.75286286,0.75734753,0.5291686,1.13185757,1.68861638,0.52635608,0.90144805,1.06439927,0.93535149,0.61645156,0.67288721,1.20699233,1.3118496,0.77071249,0.70928186,1.35158049,1.25988632,1.40363095,0.77534844,0.85370129,1.14013627,0.90026054,0.79887621,1.26254042,0.86161685,1.71849829,0.90204276,1.35704134,0.84421218,1.09204713,1.66085308,0.79948485,0.55686141,0.6193937,1.13048309,0.6199705,0.50674623,1.66050589,0.7043658,0.60211817,0.85345256,0.78627614,0.88838583,0.7855943,0.1098317,0.02640758,0.05649132,0.03928903,0.09660285,0.03235312,0.05388006,0.03514824,0.05407354,0.08878042,0.0372733,0.03406036,0.06605082,0.03577156,0.05733072,0.06249582,0.04837146,0.07264797,0.08228283,0.05265201,0.02753107,0.03760552,0.04541722,0.04315281,0.04943048,0.06320643,0.03977837,0.09858809,0.0660641,0.0904909,0.09198395,0.05691402,0.03761806,0.06980563,0.08002202,0.08038703,0.08242948,0.04355857,0.0617327,0.03249661,0.02652372,0.07748989,0.075382,0.06583574,0.09934848,0.06066799,0.04129693,0.04566848,0.03080457,0.06409232,0.07812998,0.08211648,0.04014857,0.07957736,0.04080149,0.02778226,0.04165123,0.08881194,0.03261808,0.06177501,0.08656513,0.09476509,0.08812551,0.03055959,0.03328131,0.04187279,0.06455816,0.05131457,0.03953044,0.05718422,0.02549023,0.06905839,0.05508473,0.05575708,0.07551629,0.06705108,0.04854939,0.04423106,0.04638747,0.08956095,0.0533707,0.05115144,0.09770144,0.06222195,0.043257,0.02783033,0.03542323,0.0365411,0.06506621,0.08728357,0.08966974,0.07307636,0.03336075,0.02854407,0.02874322,0.02851636,0.0439743,0.03499837,0.08086142,0.05830059
Replicate19,220.9623089,-202.1226814,2.677572,1.90538077,0.68283399,0.90646452,0.70422934,0.44313971,1.00108705,1.30960557,0.76373654,0.38215976,1.2040071,0.85932509,1.42204841,0.54948721,0.94410511,1.92017375,0.51796959,1.49685754,0.83058379,0.67336072,0.3778611,0.57077566,1.20675853,1.12943931,1.2278817,1.27089124,0.57072681,0.62986335,1.6582473,0.45460223,1.04425412,0.82824582,1.76059216,0.72102294,1.19121971,1.68922677,1.79785884,1.26588317,0.53580377,0.88016567,1.00320144,0.70420103,1.50905811,0.95099518,0.9865636,1.50281174,1.76688214,0.92522327,0.73164471,0.83147102,1.33396484,0.55783927,1.17184846,0.63926494,0.93081107,1.46726311,1.66486221,0.60267143,0.81948484,0.69770911,0.69074161,0.72172102,0.59572428,0.99331397,1.36869539,0.73168075,1.05085265,1.14052486,1.93700282,1.78594235,1.19767098,1.86012091,0.5942159,1.41791144,0.87558446,0.67203066,1.61215376,0.58594021,1.43716463,0.65353934,1.28412527,1.87299932,0.93470684,1.84194354,1.08864377,0.73970379,0.68203657,1.43561364,1.3278654,1.11095672,0.67540002,0.7129092,0.9599605,0.64773459,0.90747346,1.19431032,0.5490641,0.62858146,0.56062028,0.58927256,0.04546413,0.18927738,0.03783349,0.07653876,0.02665045,0.05478216,0.08615749,0.02963481,0.04228512,0.04582108,0.03471063,0.03330679,0.03452216,0.03157265,0.03320746,0.03720753,0.0516234,0.02965705,0.08040742,0.02754054,0.07563294,0.0273528,0.05495906,0.05203798,0.06836107,0.08334509,0.04141803,0.10256818,0.03206508,0.0508495,0.09279092,0.07467149,0.08622976,0.10074256,0.02934166,0.04964683,0.04077969,0.05749736,0.07727547,0.03028879,0.02679352,0.04948122,0.07323108,0.05826048,0.09858955,0.0259731,0.02530067,0.06137854,0.03637087,0.08800553,0.09860488,0.05569035,0.04856812,0.08603949,0.03018234,0.07549471,0.07803796,0.02822648,0.09476359,0.09170282,0.08291747,0.03845097,0.08285923,0.07136867,0.09447681,0.03773684,0.04325233,0.03988285,0.08905783,0.07646164,0.03816212,0.07844505,0.02594525,0.02899591,0.03447504,0.05147423,0.03478524,0.06011083,0.09619266,0.04783353,0.09122219,0.05908814,0.04410772,0.02637209,0.05718248,0.06847493,0.04529172,0.08696605,0.0526661,0.05686765,0.09799938,0.05375229,0.06071554,0.07622855,0.04243786,0.02831557,0.0767606,0.08030323,0.06289337,0.04611045
Replicate18,160.7014496,-166.8629825,3.90782584,1.57149534,0.71617396,1.99690218,1.58984008,0.87992692,1.633939,1.54076648,1.00400509,1.15017326,1.29096745,1.1700595,0.96105987,1.3629584,1.11012019,0.56180387,1.76311837,0.7038473,0.44462608,0.88113356,0.57276608,0.60656541,0.48167128,1.67681087,0.65761021,0.81188633,1.81479098,1.47092196,1.0373382,0.98450501,1.44997171,1.25258991,0.86593792,0.89363569,0.73345871,0.87430912,1.19690881,1.44315278,0.69681755,1.88276422,0.97476644,0.48458085,1.31585152,0.55576413,1.1188944,0.54703935,0.55427657,0.82851916,1.25459533,1.5369496,1.89726531,1.01754256,1.93820929,0.64742562,1.03824944,1.71676173,0.85919617,0.95443688,1.16319743,1.55796,0.49851613,0.96968659,1.53848819,0.91447306,1.92702793,1.1603314,1.4478095,0.89412179,0.74368187,1.45727134,1.03326081,0.55731835,1.31487041,1.694677,0.67504814,1.53642407,1.90714592,0.92783257,0.96492741,1.62271723,1.2438533,1.0600466,1.78836055,1.0443404,1.42266839,0.61850923,0.89685104,0.58531148,0.6867628,0.55112455,0.51577655,1.4268209,1.06014554,1.64091747,0.83148372,0.51856963,1.70544962,1.57533217,0.87690571,1.20734459,0.1971626,0.09683969,0.03026979,0.03952314,0.03371573,0.06944693,0.06280947,0.08380824,0.08026819,0.04789214,0.03317848,0.03710747,0.0476315,0.07061116,0.03592486,0.02676223,0.02706433,0.03180987,0.0387896,0.06083175,0.04255193,0.03964828,0.05515284,0.0506657,0.06015911,0.04191198,0.03413757,0.03740776,0.0896153,0.04818379,0.0431054,0.08980817,0.04141893,0.03484775,0.09044393,0.03673028,0.07881672,0.03828881,0.05543435,0.02497739,0.080642,0.03944756,0.04167734,0.04789823,0.02550121,0.09526896,0.03327716,0.05651533,0.05124846,0.04914492,0.03242299,0.03246978,0.03500891,0.03607754,0.05721893,0.09555368,0.03614634,0.04520323,0.04612874,0.05247755,0.05075058,0.05090487,0.02821691,0.03135926,0.06169541,0.03964447,0.03323405,0.03665753,0.08537721,0.08303895,0.03805878,0.05264717,0.07206001,0.07482722,0.04016716,0.07289952,0.06202103,0.04935067,0.07191926,0.03507717,0.07890273,0.05760806,0.02781476,0.03257892,0.05026131,0.02741416,0.03941366,0.0269224,0.04100903,0.06758351,0.05030297,0.05308006,0.02533274,0.04350605,0.08834456,0.03324107,0.06187828,0.03871074,0.02850999,0.04552166
Replicate17,205.5585682,-150.5361656,3.93940891,0.81427321,0.90995968,1.71353782,0.64722149,0.40935827,0.52802558,0.76568058,1.10531801,0.57520029,0.46929483,0.52077405,1.39102313,1.33157871,0.58333961,1.49271968,0.61634077,1.34067178,0.53569993,0.42390001,0.90108544,1.62432561,1.2505444,0.76223551,0.9396736,1.94728363,0.95568093,1.64282225,0.55433784,0.55303521,0.5429617,0.49544088,0.98649502,1.13228833,0.58083075,0.54122436,0.71667385,1.19731293,1.13571667,1.51734105,0.72143083,1.08081168,0.75834238,1.8123706,1.32079627,0.60026274,0.7190736,1.10431,1.56195116,1.33881983,1.17967954,1.18016323,1.39278234,1.30359867,1.56215923,1.21572815,0.55401235,0.71077151,0.51431093,1.16260787,0.64581214,1.24815468,1.16195616,0.65097546,1.01091853,1.2031171,1.88188207,0.74738427,0.75379473,1.11587053,0.92185299,0.86635844,1.79592329,0.8234543,1.72882765,0.75907124,0.76752328,0.62546495,0.67725324,0.66793148,0.51735827,0.97668201,1.0182957,1.50642303,1.63881297,0.99943935,0.59505012,0.75811519,0.66314154,1.15654376,0.63969921,1.04834297,1.06240692,1.24141362,0.8826227,1.64257754,0.90844954,0.59691257,0.77181052,0.57688246,0.16048724,0.02536336,0.07444792,0.03549474,0.02749996,0.09191359,0.03658059,0.03246251,0.07034943,0.04857243,0.03020254,0.05068651,0.04456952,0.06627689,0.03633823,0.04053726,0.02860394,0.05659414,0.04690616,0.09833959,0.09633972,0.03265824,0.06851941,0.08025636,0.03090515,0.02571486,0.05044,0.03005674,0.08067743,0.04632578,0.06446986,0.02709407,0.02644817,0.0548624,0.05703109,0.04717996,0.08814793,0.07798703,0.02827576,0.02546763,0.05080098,0.07130238,0.07770045,0.06805735,0.07694785,0.06016303,0.03299733,0.03364996,0.09216585,0.08021654,0.05519095,0.08019507,0.06452352,0.0474487,0.05120247,0.02542929,0.03231168,0.04826383,0.03527622,0.07606919,0.05881956,0.02883692,0.07737595,0.02657177,0.03639748,0.07686361,0.05316094,0.06740587,0.02720012,0.05949602,0.04223676,0.03357178,0.04140563,0.06114362,0.04844748,0.09993578,0.09428377,0.08887071,0.06203922,0.02598199,0.04782654,0.02788237,0.0285958,0.09210906,0.06114967,0.09697082,0.05255409,0.07152637,0.02861817,0.05108034,0.04905252,0.05833294,0.03261542,0.08043394,0.09942637,0.05540541,0.09316796,0.07699488,0.05116814,0.07134261
Replicate16,181.2335498,-178.5618855,3.63050604,1.03701346,1.01456759,0.89650888,0.47556309,0.92926999,0.97833825,1.26628294,0.76027414,1.00904107,1.40082614,0.74547709,1.19802964,1.02699821,0.58641961,0.88524187,1.4928216,1.81300704,1.37727569,0.5541643,0.7660543,1.23804487,0.65738634,1.53318802,0.79614137,0.99488166,1.48512813,1.57898614,1.3021058,0.49038972,1.6624117,0.82570302,0.69740005,1.50697289,0.82149214,0.69682436,0.86123956,0.50966049,1.51097654,0.73545475,0.52337653,0.65213068,1.04115462,1.67540791,0.9032575,0.62215594,0.86418913,1.65643828,1.59090068,1.52069948,0.63522261,0.58714835,0.63867525,0.50394021,0.8248237,1.90913139,0.5491523,1.35824054,0.98477213,1.95313937,1.60222921,1.18870285,0.88013804,0.95019334,0.93033305,0.49839378,1.88517721,1.44973804,1.96899704,1.23677137,0.79156347,0.80929598,1.56115981,1.46089198,1.55162932,1.48172876,0.50056187,0.93404626,0.50530461,0.9984772,0.58742336,1.85839055,1.37057144,0.61499868,1.05143673,1.61402341,0.66304471,1.54050501,1.64909862,1.33283389,0.67109932,1.79899889,1.60853061,0.76486921,1.00734796,1.94907843,1.54723989,0.60446624,1.70160123,1.4217393,0.18874964,0.03482333,0.04813895,0.06088546,0.02977416,0.0318169,0.08893713,0.0337495,0.07921859,0.05252795,0.04507582,0.04335196,0.03806762,0.08395675,0.0521063,0.0630686,0.08882134,0.02580461,0.0263137,0.05257939,0.02854664,0.06289511,0.02975879,0.09222012,0.08419827,0.04193169,0.03612111,0.03334594,0.0662896,0.05562532,0.032908,0.08904006,0.0399654,0.05133858,0.02980139,0.06451051,0.03947164,0.04027248,0.04605234,0.03765425,0.03352374,0.04713541,0.06171382,0.06421195,0.04052481,0.05049017,0.07813585,0.08070751,0.06156986,0.05797713,0.04346593,0.02628174,0.07501768,0.08358752,0.04199643,0.04050652,0.04055203,0.08296672,0.02800097,0.03080589,0.03231898,0.04330798,0.06041212,0.0939665,0.03871702,0.09520004,0.06446825,0.05536981,0.05540637,0.0287971,0.09714326,0.02897459,0.06853794,0.04653478,0.07976578,0.04348089,0.07306202,0.03922837,0.0295575,0.07590887,0.03243304,0.06825727,0.05065186,0.02800941,0.04116948,0.04815608,0.03481746,0.04033938,0.09119778,0.04735315,0.05466334,0.06019681,0.09477862,0.02843707,0.03023142,0.02753546,0.02606327,0.05764395,0.07562776,0.03202694
Replicate15,211.3847714,-207.7265169,3.00769944,0.82231073,1.40801861,0.53883989,1.3229223,0.54210243,1.77079631,0.63435912,1.57379273,1.54887948,0.94108151,1.71127605,0.58220105,1.25725356,0.83778809,1.53658972,0.71696593,0.81510493,0.87080908,1.05661337,0.55281911,0.49628804,0.54585634,0.8880246,0.9929547,0.67343511,0.92669606,0.66574316,0.90241922,1.38588519,1.09325623,0.99411942,0.51744333,1.56672491,0.77967459,0.55182838,0.56488095,0.95349375,0.71867801,1.4262032,0.85714162,0.54718399,0.93137143,0.63723381,0.5192111,1.50970249,0.7819646,0.81243823,0.83945747,1.17784586,1.91272207,1.07392867,1.8404089,1.04650411,0.57170821,1.15330293,0.53089977,0.749638,1.25576656,0.65309163,0.58925161,0.53165086,0.54314993,1.66654085,1.1354049,0.75809766,1.64265469,1.0500666,1.95850938,1.658009,1.07886463,1.91585058,1.45045274,0.55757292,1.92737617,1.27418479,1.6038052,1.31485361,1.81561731,1.98644264,1.38327009,0.61264454,1.56400688,0.50469694,0.56874652,1.4269151,0.8570681,0.9907142,1.14455887,0.89160113,0.8977074,0.52065684,1.88807491,1.0276531,1.52990118,0.99199786,0.63019146,0.88308841,1.08563394,0.95800271,0.13398078,0.0952626,0.08373147,0.03546022,0.03058112,0.07022367,0.04760692,0.05438369,0.06977374,0.05054179,0.04305285,0.03307729,0.08490712,0.025497,0.07676819,0.06630183,0.06831128,0.04181925,0.06431118,0.08413498,0.02670089,0.04280022,0.03827216,0.05762386,0.07697619,0.08318769,0.09577679,0.05698929,0.08232624,0.04501507,0.02721434,0.07293348,0.0255513,0.03744093,0.09307685,0.02987063,0.08475151,0.08505133,0.07159531,0.05032425,0.0259756,0.05791365,0.07027265,0.02877924,0.05988509,0.09178336,0.02627222,0.09338834,0.09687793,0.0785429,0.0937641,0.0545915,0.02680316,0.04854831,0.03744773,0.07306134,0.06514809,0.0618439,0.0584113,0.04164591,0.05393932,0.04225717,0.09438875,0.04091823,0.02894026,0.02615035,0.02794298,0.04884499,0.07096173,0.03393943,0.03274115,0.02788506,0.09312102,0.03128439,0.04998519,0.0369544,0.03040858,0.0536549,0.02997121,0.08746976,0.02873692,0.0253469,0.04618565,0.08522947,0.09222797,0.05133545,0.03778672,0.0500779,0.06698787,0.07830328,0.04104873,0.02669165,0.08689496,0.03914183,0.06675584,0.02514254,0.07357046,0.02777211,0.06170072,0.07675798
Replicate14,179.4903643,-71.49393525,3.62391533,5.23487463,5.561216,0.931414,0.59034575,0.48670369,1.29430764,0.15631984,0.46857913,0.5830742,0.67528411,0.34938003,1.53801284,1.37136327,1.743548,0.39014374,1.69883104,1.08224938,1.1564563,0.91955732,1.57785653,0.46917023,0.77080038,0.45126292,0.38508093,0.74338979,1.61396132,1.2215231,1.62070001,1.82369473,1.10999073,0.843811,0.76794632,0.46177596,0.89329046,0.56504294,0.7716716,0.67477227,0.73734933,1.72130461,0.5095143,0.73826924,0.47746547,1.29711359,1.09723072,0.75894372,0.59592494,0.56637227,1.16436188,0.98251356,1.70068362,1.69307508,1.31147313,0.50362644,0.62546308,1.58017588,1.0311627,1.61931018,1.12303588,0.86789516,0.50553787,0.58656809,0.88071547,0.86676097,0.64118476,1.8762539,1.73853153,1.9566214,0.95204371,1.97320483,1.17664359,0.75022112,1.50268806,0.65509246,1.09819698,1.14196461,0.79289507,0.64284849,0.89556907,1.82942107,1.02197523,0.98650786,1.20684082,1.3904048,1.30932611,0.5735705,0.77577418,0.53364119,0.53044716,1.05512861,1.00735935,0.84854729,1.31955682,0.80460038,1.68154794,1.77920466,1.95943402,0.98421644,1.38090908,1.17319216,0.11039696,0.04464849,0.19436535,0.0542735,0.08571422,0.09318719,0.0273489,0.19474036,0.03816719,0.04735963,0.08947414,0.06493008,0.03467516,0.03027264,0.03042441,0.04187528,0.0442319,0.03646631,0.04621728,0.06713457,0.02803354,0.05448214,0.09517658,0.09339292,0.1042699,0.0339001,0.04345299,0.03049097,0.05322244,0.03171922,0.03015346,0.04827549,0.03621233,0.03089227,0.07070378,0.04495003,0.03124887,0.02618736,0.0287224,0.0668349,0.05797679,0.03217579,0.10469282,0.02958655,0.04121352,0.05732986,0.06530336,0.07914693,0.06909049,0.04482873,0.09053986,0.06709381,0.02886745,0.05855708,0.0752424,0.05271481,0.06291834,0.04479055,0.07000967,0.03889103,0.07866161,0.03812401,0.02734736,0.06983209,0.07428778,0.04620547,0.0747784,0.04671656,0.02992027,0.07158281,0.04364912,0.05414246,0.0303694,0.03246681,0.07618238,0.02916293,0.02591169,0.04768211,0.029189,0.0258477,0.0562177,0.04279257,0.02629099,0.08905303,0.02865505,0.0293026,0.03971319,0.0415112,0.03166946,0.06664385,0.03457214,0.0321277,0.0784832,0.08405493,0.07430988,0.03693195,0.03739065,0.07018247,0.0619203,0.06307205
Replicate13,218.6666385,-171.1900399,3.4601667,1.46323345,0.81039169,1.55272513,0.69393451,0.89665103,0.45159291,1.05419667,0.71783417,1.28215556,0.85153918,0.44142268,0.92267521,0.50882191,1.95483253,1.34509546,0.4621069,0.62772936,1.30188012,1.25167463,0.74378178,0.79411147,0.93910378,0.53267174,1.13134167,0.96314031,0.72277515,1.38195286,0.6682028,1.34518027,0.74528785,0.72199049,1.1128887,1.34922865,0.9234946,0.74526227,1.95210272,0.50406304,0.48274557,1.24465022,0.8566138,1.64806432,0.75831932,1.48608887,1.20904241,1.33346402,0.59401331,1.77238161,1.1468525,0.59518722,0.82366084,1.19951497,0.56042672,0.89560778,0.62213634,1.00605637,1.20507454,1.31844795,0.78206543,1.19225132,0.66353846,0.72699485,0.86742993,1.59719185,0.6587847,0.56452739,0.82710524,0.63336572,0.86629795,1.72257572,1.31931211,0.7441422,1.92927259,1.27277114,1.31128811,1.84188659,0.51506188,1.83286782,1.19950023,1.73002991,0.52807263,0.66116308,1.2980209,0.77772991,0.81977716,1.26223091,1.9237174,0.85524191,0.54651633,0.72447574,0.63517017,1.86488045,0.83967727,0.99784278,1.6981237,0.65278511,0.93576226,0.69158384,0.94043534,1.84143841,0.11724113,0.02896976,0.04048141,0.04621998,0.03288356,0.05240071,0.08689017,0.03453544,0.03998924,0.04985081,0.04099466,0.05617607,0.06535081,0.07811455,0.02726538,0.02478146,0.08634093,0.0271057,0.05634361,0.03187402,0.05572571,0.03699176,0.02927329,0.0969894,0.03956234,0.03930738,0.07257848,0.07817969,0.07844917,0.06168969,0.09476685,0.06916274,0.05201822,0.03571653,0.0677029,0.07382061,0.04628093,0.03713343,0.07275938,0.07101245,0.06017354,0.03658115,0.04699,0.09416319,0.0290475,0.062152,0.04791592,0.05233497,0.09522733,0.05554993,0.10013896,0.02499031,0.02647286,0.03136623,0.03792145,0.08864532,0.06946089,0.02684615,0.08831861,0.06619742,0.04588134,0.03376437,0.07078555,0.08439879,0.06153723,0.03452924,0.02767949,0.06383904,0.05956821,0.05353374,0.05760305,0.03896758,0.07379438,0.05602974,0.09393542,0.06517904,0.07965288,0.07592898,0.05537098,0.04168115,0.08139494,0.04777228,0.09387605,0.08820784,0.07161069,0.05176401,0.04554151,0.03176672,0.06461058,0.08777498,0.03236924,0.08864479,0.03648646,0.09716254,0.04629822,0.02697561,0.07989927,0.02541592,0.07625329,0.06490566
