,Theta,Ln Like,Nu99,Nu98,Nu97,Nu96,Nu95,Nu94,Nu93,Nu92,Nu91,Nu90,Nu89,Nu88,Nu87,Nu86,Nu85,Nu84,Nu83,Nu82,Nu81,Nu80,Nu79,Nu78,Nu77,Nu76,Nu75,Nu74,Nu73,Nu72,Nu71,Nu70,Nu69,Nu68,Nu67,Nu66,Nu65,Nu64,Nu63,Nu62,Nu61,Nu60,Nu59,Nu58,Nu57,Nu56,Nu55,Nu54,Nu53,Nu52,Nu51,Nu50,Nu49,Nu48,Nu47,Nu46,Nu45,Nu44,Nu43,Nu42,Nu41,Nu40,Nu39,Nu38,Nu37,Nu36,Nu35,Nu34,Nu33,Nu32,Nu31,Nu30,Nu29,Nu28,Nu27,Nu26,Nu25,Nu24,Nu23,Nu22,Nu21,Nu20,Nu19,Nu18,Nu17,Nu16,Nu15,Nu14,Nu13,Nu12,Nu11,Nu10,Nu9,Nu8,Nu7,Nu6,Nu5,Nu4,Nu3,Nu2,Nu1,NuAnc,T99,T98,T97,T96,T95,T94,T93,T92,T91,T90,T89,T88,T87,T86,T85,T84,T83,T82,T81,T80,T79,T78,T77,T76,T75,T74,T73,T72,T71,T70,T69,T68,T67,T66,T65,T64,T63,T62,T61,T60,T59,T58,T57,T56,T55,T54,T53,T52,T51,T50,T49,T48,T47,T46,T45,T44,T43,T42,T41,T40,T39,T38,T37,T36,T35,T34,T33,T32,T31,T30,T29,T28,T27,T26,T25,T24,T23,T22,T21,T20,T19,T18,T17,T16,T15,T14,T13,T12,T11,T10,T9,T8,T7,T6,T5,T4,T3,T2,T1,Tanc
Replicate12,222.8645842,-192.1155195,2.93553409,1.11020098,0.793181,0.61156529,0.78917233,1.41871223,0.60618382,1.35678389,0.48363789,0.50416813,0.63832044,0.9909707,0.43447656,0.96655751,0.7369312,1.49161194,0.87026962,1.65037281,0.81057303,1.83044692,0.79329553,1.39498809,1.43758378,1.39850747,0.48090249,0.92885522,1.26088941,1.61572085,0.48947238,0.52334347,0.68268851,0.51778467,1.33635992,1.56457602,0.93887745,0.65290605,1.2608351,0.60723565,1.73771249,0.83916512,1.02701027,0.70577845,0.55321411,1.71500143,1.47211889,0.63570026,1.6491584,1.1201867,1.01461419,1.27300612,0.86062935,0.49622552,1.36567373,0.7621206,0.98936896,1.33925709,0.60981053,1.08483155,1.00065964,0.9174629,1.01304657,0.66255648,1.86934938,1.19037247,0.57310466,0.64694923,0.67007494,1.88418043,1.37034302,1.17761105,0.79922958,1.47365614,0.98397032,0.52524184,0.58568026,0.55076149,1.33748487,1.24032028,1.53807857,0.55671889,1.81173551,0.50989339,1.90670033,0.89599616,1.1846499,0.68072154,1.77837363,0.53883792,0.73838762,0.53022682,1.12675951,0.89857154,1.65189581,1.3885669,1.38517606,0.77736435,1.0911266,0.64981926,0.62562192,1.1680564,0.13001287,0.04558051,0.09001401,0.08259834,0.09637399,0.02489999,0.04346699,0.03609823,0.0598881,0.04925441,0.08262514,0.04190735,0.05150409,0.09383897,0.03473976,0.05381203,0.09041242,0.0554446,0.10006126,0.04215348,0.07086668,0.07397392,0.09423088,0.05117837,0.03567998,0.05762619,0.05044224,0.02552921,0.0436061,0.04450436,0.0364774,0.04297543,0.0489887,0.02949571,0.07569206,0.09852696,0.03163487,0.03826301,0.06304423,0.0877572,0.03370053,0.02838373,0.05987875,0.02947861,0.09509638,0.0277032,0.05130482,0.04063819,0.06912822,0.07108703,0.06656162,0.06397863,0.04763924,0.09785294,0.02915323,0.05254016,0.02731906,0.034793,0.03164449,0.03815161,0.03122796,0.04270479,0.09074943,0.08154425,0.07460825,0.0766083,0.0921681,0.03080813,0.08586777,0.09404486,0.07677129,0.05124114,0.07247159,0.04755875,0.03054685,0.0756347,0.06956002,0.03016468,0.05734129,0.08035499,0.06311779,0.07416467,0.0267853,0.0431532,0.05674995,0.08993129,0.09429316,0.08100723,0.03992209,0.05019785,0.07181325,0.04953763,0.0811521,0.04616779,0.02577406,0.07431828,0.05813011,0.02818831,0.06362763,0.06753534
Replicate11,158.5013333,-150.1818177,4.66538885,2.31286875,2.0676875,0.61678099,0.7824188,1.42873969,1.22965526,1.65480929,1.04046466,0.96902211,0.54075685,1.56126656,1.63514099,1.28272897,1.25185141,0.62252158,0.90273406,0.78896954,1.11852206,0.74547508,0.46147831,0.96676165,0.6822318,0.52134186,1.41612036,0.53422795,1.04309415,0.75790855,1.04096276,0.69329846,1.04578566,1.80709204,1.4167035,1.34878591,0.5352398,1.22812976,1.6148129,0.60768753,1.93591027,0.49033068,0.79855694,0.56128986,0.53993028,1.16936348,1.69255019,0.85703108,1.02665112,1.83542635,1.2342821,1.65375575,1.07090335,0.87556776,1.59587532,0.5480937,0.76277785,1.15441907,0.72454376,0.77308886,1.02260609,0.55429221,1.18335105,0.98007384,1.443505,0.55827658,1.65809729,1.55178019,1.23437178,0.87309394,0.88664242,0.53788078,1.97243326,0.65169003,0.91716148,1.07706742,1.88010246,0.82156464,0.83151067,0.52814602,0.73494366,1.79710226,0.89753949,0.75596988,0.60930377,0.91971548,1.64241236,0.95176499,0.93848996,1.82708962,0.60927688,0.86739275,0.757958,1.47422179,1.21325991,1.00861845,0.54758042,1.30832572,1.28644123,0.6421342,1.94356095,1.13178771,0.1828171,0.03911243,0.08297853,0.0976287,0.03535058,0.05380746,0.04150958,0.0866327,0.06458648,0.0640989,0.03038051,0.05094108,0.05294255,0.07076721,0.08123667,0.051975,0.06502502,0.0336221,0.06564234,0.05747519,0.03302627,0.08334926,0.0456634,0.05209242,0.03841075,0.08504041,0.02645537,0.02922513,0.05239075,0.02853668,0.02548176,0.03373963,0.03948722,0.04419737,0.09593956,0.06850968,0.09377522,0.08536329,0.08695177,0.06145736,0.07172641,0.03988036,0.05067231,0.09659772,0.04110432,0.02511337,0.04790696,0.08405679,0.02914031,0.05300956,0.0450245,0.05349142,0.02750078,0.03310676,0.03177969,0.02873952,0.02876671,0.02913421,0.07092932,0.04418488,0.03247866,0.06626388,0.0706085,0.0715457,0.03400045,0.03051731,0.07101125,0.06658062,0.08266048,0.03735615,0.03863956,0.03549649,0.0649771,0.08948189,0.04231752,0.05744713,0.0557459,0.03594164,0.03212821,0.08520759,0.03200043,0.07618781,0.05856648,0.06471244,0.04899442,0.0762912,0.06349228,0.05580373,0.03053839,0.06772303,0.04935287,0.06764386,0.0461871,0.03178502,0.0489761,0.09506217,0.05844132,0.08947773,0.08717866,0.05112282
Replicate10,174.9713422,-177.4745729,4.17263467,1.65422512,0.93673551,0.81866334,1.31357213,1.2656129,1.67443343,1.35725452,1.14589785,1.14938413,0.93591036,1.29553059,1.58331723,1.60832294,0.50885018,1.32396915,0.60378757,1.07104397,0.95769467,1.44556241,1.488745,0.75797386,1.89191297,0.91001928,1.33738817,1.14831926,0.46861387,1.006257,1.87813268,0.6899269,0.65228812,1.92889645,0.74207287,0.43663836,1.64494218,0.60117619,1.30981674,0.78918059,0.95557566,1.73425828,0.67857512,0.75040579,1.35430418,0.7325171,0.61993089,0.93548255,0.54690063,0.67118135,0.82901815,0.92243932,1.10666904,0.52517384,0.53243042,0.6564299,1.9531436,1.3584206,0.53526981,1.72432787,0.644643,1.81825514,1.40795549,0.69549841,1.85322803,0.78206926,1.69093744,1.55118356,0.83847362,1.05104572,1.18370352,1.75540068,0.63100588,1.69424281,0.65185848,0.94212161,1.18386774,1.04293371,0.90061869,0.85751508,1.02434176,0.83162302,1.80169832,1.15635182,1.09150337,0.99960687,1.6723329,1.03280909,0.66318931,1.02589205,1.1341235,0.78177896,0.79566831,0.55331799,0.98941292,1.0585299,0.50400644,1.1306214,0.68067626,0.54303377,0.80162278,0.94954741,0.15096986,0.03443618,0.03006367,0.04830364,0.03770146,0.07262414,0.02644372,0.02712744,0.04562951,0.04138613,0.04900606,0.04393245,0.02748369,0.07095471,0.06625218,0.03280045,0.0303552,0.05726352,0.04899045,0.0546093,0.04038053,0.02817037,0.02941279,0.03803875,0.02461784,0.06519532,0.05919549,0.04410554,0.03719087,0.03238994,0.09485179,0.02642354,0.09122632,0.07766616,0.05966119,0.04010825,0.08822289,0.03222329,0.08642696,0.04592318,0.03560584,0.03773035,0.09251589,0.02615868,0.04577787,0.08753136,0.03615779,0.09761287,0.05902482,0.03736932,0.0430926,0.02535595,0.09562057,0.03637141,0.03537532,0.03730176,0.04564438,0.03500608,0.0912549,0.0303638,0.08284578,0.08611075,0.03814432,0.03060238,0.06051673,0.06258352,0.04851139,0.02509948,0.03432669,0.02578727,0.05024117,0.02621341,0.02529448,0.08162699,0.03823695,0.03480808,0.04237011,0.04547489,0.07943505,0.0379509,0.03036007,0.04466416,0.04162002,0.04260539,0.06853849,0.0604794,0.07009473,0.03665338,0.04297938,0.07168463,0.05077031,0.06031779,0.04597059,0.05840712,0.05293159,0.09776539,0.07953764,0.04540037,0.02953669,0.05433077
Replicate9,237.6072252,-84.52026051,6.05083753,1.02744703,4.65897581,3.40682649,1.68763656,0.34669973,0.32116927,0.49724204,0.30178327,0.15646314,1.64936399,0.41133099,1.19430791,1.80602459,1.19487573,0.79690215,0.47833003,0.60773119,0.88230269,0.60782767,0.47448134,1.11727016,1.00639036,0.56168901,0.40232399,1.08759744,0.72857803,0.72168798,0.53204647,1.2072385,1.32536136,1.04046216,0.56956929,0.80145269,1.2791829,0.81306971,0.55820279,1.81825943,0.55579192,1.73128521,0.59856649,1.49533604,1.30008883,1.54210648,1.61601895,0.54712748,1.39995058,0.88941494,0.604938,1.83274739,1.27784898,0.84035433,1.86385677,1.04255612,1.41460022,0.5282456,0.62843864,1.37267562,0.59723516,1.43444017,0.74153813,1.41795143,1.00724933,1.38481335,0.57173959,1.06893852,1.32313665,0.66583798,1.80154066,1.1882685,0.53873355,1.02454517,1.90074161,0.78256137,1.13730373,0.52515373,1.10033892,0.64238221,1.90767665,1.63619357,0.56147909,0.74974854,0.73194665,0.74298288,1.26149655,1.03114063,0.53280267,0.59906935,1.73382092,1.63793943,1.15130295,1.83313075,0.5904245,1.43150739,1.18225798,0.62444562,0.87221681,1.19930676,0.97523845,1.45001175,0.05000641,0.04098165,0.05949897,0.10258293,0.07214452,0.0798174,0.0521092,0.02987313,0.05960825,0.19172819,0.03691161,0.06707099,0.03526798,0.04819824,0.05413459,0.07254323,0.02843144,0.03771046,0.03552207,0.05192701,0.04586196,0.08481588,0.05113336,0.03051055,0.08294614,0.0288625,0.04542313,0.03175406,0.02977253,0.08012826,0.04318864,0.0779245,0.04575551,0.06962766,0.02631449,0.03685148,0.07380369,0.03878873,0.04290462,0.02563503,0.04173452,0.08589525,0.07536006,0.06920585,0.03840505,0.03331639,0.0791579,0.033809,0.03410974,0.0713034,0.04420153,0.04864406,0.02713559,0.02540308,0.03390046,0.04804258,0.04927695,0.04165562,0.02914959,0.06698011,0.06632293,0.03808182,0.07807836,0.06790107,0.03803084,0.04679817,0.0979909,0.07231966,0.04667593,0.03491974,0.06411284,0.07254007,0.05508086,0.04852483,0.05316259,0.02866985,0.06031732,0.06934878,0.06622845,0.05662952,0.03479991,0.04585233,0.03103124,0.041262,0.0771365,0.04683841,0.04563388,0.05691283,0.03284138,0.03103817,0.06451505,0.0521817,0.0411769,0.02868729,0.10002364,0.05056898,0.04638763,0.06228154,0.04628337,0.04526843
Replicate8,227.5958269,-222.239986,2.15862793,1.00100705,0.86709048,1.29071466,1.73818608,0.69378166,0.595471,0.57728875,0.65690992,0.46188203,1.05543122,0.91191231,1.55300322,1.55152735,0.76555579,0.39792353,0.54200765,0.98590106,0.63797991,1.20878423,1.06121415,0.67791263,1.64996208,0.57809334,0.98587681,1.7473105,0.60782957,0.90410093,0.53649841,1.66894491,1.65098871,0.52122433,0.99612538,0.85990235,0.73824509,1.01990853,0.60540771,1.67831081,1.02877775,0.93775325,0.50243444,1.21751196,0.6400688,0.81021753,1.89648004,1.92489468,1.52124909,1.91397323,1.69482815,0.8997026,0.92661255,0.63181026,1.2766981,0.65607752,1.80373924,1.06217166,0.63982116,1.30645706,1.37368822,0.60428623,1.73470614,0.78731552,1.7074366,1.74009733,1.85632669,0.93416456,1.12920236,1.70207498,0.97556198,1.5710893,0.96734622,1.25154156,1.47266341,0.67210906,1.46590518,1.51087901,0.68142544,0.61661156,1.61010024,1.10890858,1.7807617,0.53259515,0.6314651,0.93547324,1.28411646,1.4643936,0.65053598,1.06066204,1.79493876,1.42855333,0.91101457,1.384532,0.6487248,1.21576983,1.04524779,1.74488623,1.3958919,0.71262647,1.41590494,1.41824814,0.148138,0.0332228,0.04701603,0.04955855,0.05788965,0.0470434,0.04668605,0.03750828,0.06110198,0.03739083,0.04159191,0.03554568,0.0600241,0.0435129,0.05350267,0.08055451,0.0444928,0.04256345,0.05213392,0.05792603,0.03598843,0.06377327,0.04915961,0.08157052,0.07809586,0.02846913,0.07737953,0.09844041,0.04532584,0.03225696,0.08109494,0.09744644,0.06707367,0.046159,0.02655423,0.02586595,0.03896487,0.03035097,0.02644862,0.0497477,0.02678982,0.08387867,0.08902534,0.02935098,0.06271912,0.08192484,0.08567863,0.09378057,0.04959178,0.08679091,0.08588017,0.03096165,0.0271855,0.04894056,0.07231472,0.02971564,0.0295722,0.05616689,0.06436879,0.03146413,0.03875857,0.02669112,0.05325459,0.07579207,0.0287454,0.03682644,0.079779,0.03704903,0.04164084,0.02508726,0.06594089,0.05382747,0.05494321,0.04393367,0.08518535,0.04651268,0.04113506,0.03863529,0.07975324,0.04780746,0.04453367,0.09674915,0.09316204,0.02912103,0.02636215,0.07871431,0.06031281,0.04139412,0.06014057,0.03691341,0.09531468,0.06542897,0.05710653,0.0492276,0.04694828,0.02684313,0.05949546,0.06458478,0.07709805,0.0533722
Replicate7,198.8602919,-168.2197069,3.02279284,1.54834998,1.67268408,0.75690489,0.65242939,0.78859154,0.55992581,0.89343363,1.06369465,0.49428201,1.63258793,1.68701458,1.63050864,0.72127792,0.46702124,0.7334144,0.82547139,0.47382245,0.52729208,0.66588323,0.71622268,0.47759147,1.05618867,1.51227012,0.9033557,0.92535399,1.73225198,0.57423395,1.85125307,0.8391649,1.34940089,1.94879561,0.98940998,1.44777982,0.75267557,0.5185684,0.75936947,1.11846731,1.13865866,0.71544928,0.57089184,0.75381379,1.74124141,0.85519927,1.11272998,1.09374559,0.63460529,0.83202631,1.41325158,0.76042075,0.78072199,1.70224069,0.81043479,1.05797082,0.87201495,0.80957048,1.66908304,1.52328077,1.82820288,1.23105091,0.91154366,1.35477263,1.37639673,1.02766236,0.57286666,1.11311134,1.03543582,1.76142324,1.21422251,0.80746337,0.58331893,1.30567967,0.83078458,1.84085467,0.73317837,0.56001347,1.53527363,1.64842044,0.82881398,1.13263208,0.82825442,1.21973289,0.94465146,1.55330778,1.85312974,0.94339175,0.91449725,0.60569418,1.01187598,0.59764723,1.85336723,0.64382149,0.61418305,1.723839,0.7718984,0.78672011,0.73627525,1.83338844,0.85328651,1.10554096,0.15716285,0.09187239,0.03589925,0.04342985,0.08342135,0.05483233,0.07003404,0.08498504,0.02870445,0.04725646,0.06092499,0.0804549,0.03614891,0.05058112,0.10284726,0.06820486,0.05742807,0.07894526,0.03885381,0.05728161,0.05101295,0.07261088,0.05892019,0.07207775,0.08995986,0.05722032,0.04576645,0.04901617,0.07236388,0.09265154,0.04102077,0.07272532,0.0582067,0.09749665,0.09577697,0.03318726,0.07176459,0.08981659,0.02889768,0.03030809,0.02724884,0.06812075,0.09300134,0.02613709,0.0647345,0.09823546,0.07856747,0.02619975,0.0683877,0.03617661,0.06642355,0.04232395,0.05996639,0.04342864,0.04322451,0.0949355,0.04140379,0.06400659,0.06621369,0.05172586,0.0284389,0.09811029,0.08574692,0.05453429,0.03886863,0.07596909,0.06269717,0.06250093,0.08514138,0.07552165,0.07124697,0.06098714,0.05206357,0.06329317,0.06492132,0.08573432,0.03263825,0.07539476,0.02866384,0.0461452,0.02768346,0.0807794,0.06350125,0.0591114,0.02619307,0.06222264,0.03865254,0.03887667,0.03257139,0.02930961,0.03921278,0.04040802,0.0854287,0.03706925,0.02975969,0.02749913,0.02856414,0.04412157,0.03923848,0.02991959
Replicate6,182.3194346,-127.9863761,3.99532635,1.02131784,1.81814809,0.64532688,1.11080147,0.88869607,0.41197061,0.6118267,0.32600023,0.92629148,0.92826427,1.34675846,1.64940764,1.00433815,1.55910975,1.29924972,0.79465078,0.46943911,1.39901572,0.35051826,0.98290836,0.99909241,0.68317627,0.66364419,0.68609725,0.72476528,1.15302269,0.70157071,0.52625955,0.5173415,0.57272455,0.69342466,1.24271657,1.62546842,1.69837735,1.07177566,0.7050493,1.39104228,1.75892631,1.26254108,1.70537498,1.20153522,1.51375876,0.82102047,0.57871745,1.25111222,0.66883234,0.72604794,1.22677848,0.97797297,0.86174484,1.04215373,0.78975287,0.80575552,0.65918684,0.51707795,1.07775143,1.01458962,0.7093925,0.70102396,0.8411442,1.41183819,0.6507625,1.82165925,1.11273838,0.93164905,0.82538251,1.64503435,1.73886063,1.31207531,1.66440927,1.44086916,1.09169726,0.82928345,1.08251535,1.66705091,0.99258353,1.54410237,0.98032741,0.71549822,0.71174117,1.24351739,1.57333533,0.75302415,0.63265334,1.04909436,1.26801929,1.17566994,1.97494348,1.36508594,1.31337863,1.1405739,0.94067268,1.01248334,1.92103451,0.59059244,1.31501401,1.18190575,0.60297334,1.02472898,0.1987232,0.05995176,0.09465592,0.02686507,0.04798679,0.04017929,0.04846676,0.07136181,0.06458218,0.08539633,0.02840547,0.05723419,0.03793463,0.03702756,0.04411367,0.05305124,0.02506945,0.10442737,0.0590188,0.11358455,0.07765148,0.08331633,0.06853759,0.05489134,0.06397719,0.07639523,0.02808753,0.07703077,0.09936197,0.03133638,0.08062323,0.08342652,0.02691458,0.03340789,0.06405375,0.04999726,0.02974962,0.02714039,0.03498748,0.05926689,0.07269185,0.08265494,0.08807848,0.03870087,0.08563926,0.09593192,0.08205142,0.05240538,0.06623936,0.0785097,0.03652098,0.03984392,0.06987336,0.05918916,0.07228849,0.09416771,0.03916703,0.02740735,0.03219846,0.09206479,0.09293378,0.03558126,0.03468882,0.06061678,0.07149902,0.02807329,0.08631473,0.02619411,0.09165321,0.07840263,0.0922309,0.05046434,0.02651795,0.07026147,0.02506653,0.08727606,0.05390662,0.03100081,0.04711152,0.04530566,0.08031056,0.07934754,0.05845219,0.06047766,0.07874497,0.04447042,0.04162708,0.04194807,0.09738698,0.02642813,0.02500756,0.04027799,0.03612171,0.0355385,0.05157588,0.04888793,0.03030232,0.03380344,0.02502261,0.09216901
Replicate5,207.7607783,-98.73651838,1.3982218,6.87903633,2.97669554,2.96909961,0.77962349,0.17682104,1.14376176,0.69793959,1.57835509,0.56064595,0.35272251,0.93431972,1.5268332,0.85393235,1.23275511,0.99325588,0.92965879,0.90445865,1.41528396,0.86554275,1.83931911,0.40722222,1.1912493,1.88973418,0.55478455,0.92383127,1.61760766,0.55872823,1.4721262,1.62619061,0.61019618,0.4726091,0.9390257,0.89536797,0.74035,1.34728974,0.8142508,1.76888595,1.69615312,0.92228148,0.61978793,0.85814439,1.55253163,1.07382046,0.68362791,0.94822865,1.19401111,1.87622726,1.01097359,1.46368873,1.13286105,0.81723137,1.53796745,1.66069583,0.60401112,1.23552105,1.81337922,0.5154116,0.94989916,1.45941164,0.49580071,0.64740324,1.66565697,0.55249351,0.65833455,1.08232327,1.41294297,1.8019262,0.53477358,1.15475125,0.81697258,1.5253674,0.64497564,1.15388709,0.6243184,1.14777067,1.17116501,1.04132305,0.68616689,1.57044627,0.85955041,1.71604762,1.44476894,0.62709945,0.77270127,1.49801161,0.7053452,1.68885578,1.66382256,0.51961838,1.08316007,0.88315042,0.57280361,0.99929636,1.61795607,1.76825634,0.70917645,1.43757408,1.78937338,0.59010354,0.0352852,0.13714066,0.04215512,0.12286529,0.09142732,0.1788015,0.03240954,0.03319666,0.02447018,0.05682798,0.07680092,0.02543381,0.02444608,0.09342352,0.02753726,0.06964676,0.05287616,0.04089284,0.07767947,0.03999585,0.08136459,0.06012039,0.04900881,0.04863546,0.04056482,0.05710287,0.04542505,0.07859459,0.04096173,0.06324586,0.037136,0.06127032,0.03160213,0.07891954,0.07121264,0.03377822,0.05568485,0.08711042,0.08404259,0.02970647,0.03944849,0.07912615,0.07978251,0.03729579,0.03545921,0.07126124,0.03933675,0.06503802,0.03514607,0.04156866,0.03162914,0.05802191,0.03734651,0.0366606,0.05611193,0.05796107,0.04662659,0.04322273,0.0642875,0.06153822,0.06081959,0.04067132,0.06390618,0.02677503,0.0459457,0.02528499,0.05834265,0.0466977,0.04281027,0.08145977,0.02798298,0.05346224,0.05003269,0.05925441,0.0945962,0.02844862,0.09641184,0.03374105,0.0387373,0.05851815,0.02983686,0.03496865,0.02955997,0.07009288,0.04328527,0.05910153,0.06844337,0.03721733,0.06281589,0.05480354,0.06231315,0.05185984,0.03603865,0.03251312,0.06009147,0.04799452,0.05996339,0.02756709,0.04081781,0.09630567
Replicate4,202.8321517,-167.4769182,3.26468393,1.33455939,1.36071547,2.12738707,0.76210282,0.73278425,0.49463309,0.5221277,0.34448157,0.72455139,0.7156313,0.66811316,1.02828487,0.90023841,1.5791995,1.64673977,1.36773604,1.54748468,0.79703305,0.54334294,0.76579034,1.75209795,0.5944752,0.44232182,1.53914181,0.63306925,1.09463501,1.339309,0.66858629,0.6556308,1.04883204,1.2069441,1.00609428,1.47400561,1.51016668,1.52818239,1.63282612,1.24691942,0.49791924,1.20067159,1.3665405,1.05218086,1.10812296,1.22853523,1.21592228,1.52255316,1.30674444,0.9456336,0.97587237,0.51835728,1.20928426,0.84917041,0.60709222,0.53429557,0.59335314,0.52887923,1.34965977,0.8215133,0.88665997,1.66839353,0.83917844,0.50964042,0.95769094,0.62646698,0.55421819,1.27807335,0.5452101,0.62548388,0.6987808,1.42551074,1.46575457,0.6505919,1.70511918,0.73867001,1.24667778,1.02828091,0.58144296,0.78723843,1.17059861,1.25609402,0.57201037,0.58991799,1.38910053,0.83039556,1.10301288,1.56584359,1.20295111,0.97497204,1.33979305,1.87968678,0.80587684,1.03572922,0.71378651,0.51032216,0.62704669,0.78167754,1.10652088,1.84665448,1.96534297,1.07921874,0.12616257,0.04728765,0.0391004,0.07718383,0.09945811,0.05018662,0.03998754,0.02656276,0.09666192,0.05032886,0.07177635,0.04607119,0.07647914,0.02862312,0.0353055,0.0450305,0.08859418,0.0739924,0.0492922,0.02648637,0.0805529,0.09279222,0.03000613,0.07010889,0.06566295,0.0808699,0.02552499,0.09537073,0.05794943,0.0531866,0.04072858,0.0405661,0.04458484,0.09429306,0.08670491,0.0869743,0.02603057,0.08810361,0.08604069,0.07804676,0.02698199,0.08287713,0.07026946,0.02632952,0.03905248,0.04093339,0.08910395,0.0712153,0.03040898,0.03655322,0.09659589,0.02972197,0.02667221,0.06571601,0.09891444,0.02993469,0.06994996,0.06497341,0.06377015,0.06517863,0.03662357,0.04048852,0.03725823,0.04850488,0.06935942,0.02523464,0.04778531,0.0443599,0.02750121,0.02830768,0.07269593,0.05982253,0.04417867,0.04883199,0.06204765,0.0916898,0.02912071,0.0405783,0.09187384,0.07345026,0.05607565,0.0256534,0.05430611,0.06496651,0.05521012,0.036771,0.04231907,0.05903817,0.09724308,0.03835959,0.03142604,0.02917163,0.06211532,0.04938127,0.05944736,0.0649422,0.06139893,0.07791786,0.03038458,0.03042582
Replicate3,166.4598627,-129.9591296,2.64553315,7.11136848,2.32330304,0.66021264,0.72605757,0.76783617,1.57786807,0.90717697,0.95110147,0.50099106,1.87521505,1.01310633,1.04615035,0.76664851,0.76404119,0.48928769,0.49106662,0.90472721,0.8661018,0.62616,0.90165792,0.35206417,1.89824881,0.64102368,0.77786969,0.48472054,1.88110777,1.27539508,0.52003113,0.79583737,0.85187287,1.90583649,0.93481405,0.55326242,1.68316699,0.78070624,0.80997898,1.34373726,0.69851705,1.59856401,0.91225403,1.86174833,1.16807523,0.85339071,1.0530766,1.5178046,0.4779822,1.18675854,1.46864117,0.86198602,1.5472012,0.84258393,0.89660133,1.91263928,0.52846773,0.70995369,1.28180156,1.52728746,0.66126334,0.94187339,1.70796915,1.91983049,0.62915756,1.12442623,0.71168888,1.11067495,0.79425457,1.56248323,1.44440102,0.60631064,0.69033057,1.16623928,0.95665849,1.54212635,0.82286894,1.70986853,1.06529672,1.94829687,1.69426981,0.55512329,1.03822995,0.67323724,0.57468021,1.18092847,0.73820814,0.91863283,0.6348086,1.3464131,1.94473783,1.39806454,1.69113732,0.77243065,0.71945503,1.18054917,0.51651652,1.96034399,1.45753694,1.98070796,1.58977981,0.65198324,0.08077424,0.16932878,0.0909541,0.02477067,0.03580062,0.06877495,0.05895101,0.04790313,0.05639414,0.03239917,0.02952884,0.05515733,0.03304285,0.05358352,0.036104,0.04624263,0.07392216,0.03179692,0.03711102,0.04277318,0.05624681,0.09212316,0.03663971,0.05708144,0.05175034,0.08680757,0.04097651,0.03326864,0.07608192,0.07228256,0.03967017,0.04492688,0.04652605,0.09028331,0.03473964,0.10092843,0.05933732,0.02908485,0.05473213,0.07376968,0.03976806,0.04653683,0.03136924,0.04483379,0.0337411,0.03731323,0.09757636,0.07132921,0.09523057,0.05902289,0.08045183,0.07988869,0.05445408,0.04531079,0.03663014,0.06716406,0.0294246,0.03602389,0.03051397,0.03605692,0.07649383,0.02555394,0.06318777,0.03489888,0.02704534,0.02923843,0.07211943,0.02844173,0.02496754,0.04200371,0.03943166,0.03765541,0.09004474,0.04619472,0.07507783,0.08587238,0.04980998,0.08011149,0.06885603,0.0866216,0.02900567,0.04341096,0.0491887,0.03337543,0.0255595,0.0929013,0.02681958,0.03358492,0.08840472,0.0398974,0.06083971,0.05182468,0.06978408,0.04603708,0.0812343,0.02606913,0.02999438,0.09067047,0.03616169,0.04293528
